Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2011,Arizona,Cigarette Use among Adults,Employment,Employed or Self,17.3,Unemployed,31.6,0.5
2011,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,11.2,Employed or Self,17.3,0.6
2011,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,11.2,Retired,8.8,1.3
2011,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,11.2,Unable to work,25.9,0.4
2011,Arizona,Cigarette Use among Adults,Employment,Homemaker or Student,11.2,Unemployed,31.6,0.4
2011,Arizona,Cigarette Use among Adults,Employment,Retired,8.8,Employed or Self,17.3,0.5
2011,Arizona,Cigarette Use among Adults,Employment,Retired,8.8,Homemaker or Student,11.2,0.8
2011,Arizona,Cigarette Use among Adults,Employment,Retired,8.8,Unable to work,25.9,0.3
2011,Arizona,Cigarette Use among Adults,Employment,Retired,8.8,Unemployed,31.6,0.3
2011,Arizona,Cigarette Use among Adults,Employment,Unable to work,25.9,Employed or Self,17.3,1.5
2011,Arizona,Cigarette Use among Adults,Employment,Unable to work,25.9,Homemaker or Student,11.2,2.3
2011,Arizona,Cigarette Use among Adults,Employment,Unable to work,25.9,Retired,8.8,2.9
2011,Arizona,Cigarette Use among Adults,Employment,Unable to work,25.9,Unemployed,31.6,0.8
2011,Arizona,Cigarette Use among Adults,Employment,Unemployed,31.6,Employed or Self,17.3,1.8
2011,Arizona,Cigarette Use among Adults,Employment,Unemployed,31.6,Homemaker or Student,11.2,2.8
2011,Arizona,Cigarette Use among Adults,Employment,Unemployed,31.6,Retired,8.8,3.6
2011,Arizona,Cigarette Use among Adults,Employment,Unemployed,31.6,Unable to work,25.9,1.2
2011,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,25.8,Homemaker or Student,21.4,1.2
2011,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,25.8,Retired,11.2,2.3
2011,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,25.8,Unable to work,39.8,0.6
2011,Arkansas,Cigarette Use among Adults,Employment,Employed or Self,25.8,Unemployed,50.4,0.5
2011,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,21.4,Employed or Self,25.8,0.8
2011,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,21.4,Retired,11.2,1.9
2011,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,21.4,Unable to work,39.8,0.5
2011,Arkansas,Cigarette Use among Adults,Employment,Homemaker or Student,21.4,Unemployed,50.4,0.4
2011,Arkansas,Cigarette Use among Adults,Employment,Retired,11.2,Employed or Self,25.8,0.4
2011,Arkansas,Cigarette Use among Adults,Employment,Retired,11.2,Homemaker or Student,21.4,0.5
2011,Arkansas,Cigarette Use among Adults,Employment,Retired,11.2,Unable to work,39.8,0.3
2011,Arkansas,Cigarette Use among Adults,Employment,Retired,11.2,Unemployed,50.4,0.2
2011,Arkansas,Cigarette Use among Adults,Employment,Unable to work,39.8,Employed or Self,25.8,1.5
2011,Arkansas,Cigarette Use among Adults,Employment,Unable to work,39.8,Homemaker or Student,21.4,1.9
2011,Arkansas,Cigarette Use among Adults,Employment,Unable to work,39.8,Retired,11.2,3.6
2011,Arkansas,Cigarette Use among Adults,Employment,Unable to work,39.8,Unemployed,50.4,0.8
2011,Arkansas,Cigarette Use among Adults,Employment,Unemployed,50.4,Employed or Self,25.8,2.0
2011,Arkansas,Cigarette Use among Adults,Employment,Unemployed,50.4,Homemaker or Student,21.4,2.4
2011,Arkansas,Cigarette Use among Adults,Employment,Unemployed,50.4,Retired,11.2,4.5
2011,Arkansas,Cigarette Use among Adults,Employment,Unemployed,50.4,Unable to work,39.8,1.3
2011,California,Cigarette Use among Adults,Employment,Employed or Self,12.8,Homemaker or Student,5.6,2.3
2011,California,Cigarette Use among Adults,Employment,Employed or Self,12.8,Retired,8.3,1.5
2011,California,Cigarette Use among Adults,Employment,Employed or Self,12.8,Unable to work,25.2,0.5
2011,California,Cigarette Use among Adults,Employment,Employed or Self,12.8,Unemployed,21.9,0.6
2011,California,Cigarette Use among Adults,Employment,Homemaker or Student,5.6,Employed or Self,12.8,0.4
2011,California,Cigarette Use among Adults,Employment,Homemaker or Student,5.6,Retired,8.3,0.7
2011,California,Cigarette Use among Adults,Employment,Homemaker or Student,5.6,Unable to work,25.2,0.2
2011,California,Cigarette Use among Adults,Employment,Homemaker or Student,5.6,Unemployed,21.9,0.3
2011,California,Cigarette Use among Adults,Employment,Retired,8.3,Employed or Self,12.8,0.6
2011,California,Cigarette Use among Adults,Employment,Retired,8.3,Homemaker or Student,5.6,1.5
2011,California,Cigarette Use among Adults,Employment,Retired,8.3,Unable to work,25.2,0.3
2011,California,Cigarette Use among Adults,Employment,Retired,8.3,Unemployed,21.9,0.4
2011,California,Cigarette Use among Adults,Employment,Unable to work,25.2,Employed or Self,12.8,2.0
2011,California,Cigarette Use among Adults,Employment,Unable to work,25.2,Homemaker or Student,5.6,4.5
2011,California,Cigarette Use among Adults,Employment,Unable to work,25.2,Retired,8.3,3.0
2011,California,Cigarette Use among Adults,Employment,Unable to work,25.2,Unemployed,21.9,1.2
2011,California,Cigarette Use among Adults,Employment,Unemployed,21.9,Employed or Self,12.8,1.7
2011,California,Cigarette Use among Adults,Employment,Unemployed,21.9,Homemaker or Student,5.6,3.9
2011,California,Cigarette Use among Adults,Employment,Unemployed,21.9,Retired,8.3,2.6
2011,California,Cigarette Use among Adults,Employment,Unemployed,21.9,Unable to work,25.2,0.9
2011,Colorado,Cigarette Use among Adults,Employment,Employed or Self,17.9,Homemaker or Student,11.4,1.6
2011,Colorado,Cigarette Use among Adults,Employment,Employed or Self,17.9,Retired,8.7,2.1
2011,Colorado,Cigarette Use among Adults,Employment,Employed or Self,17.9,Unable to work,30.9,0.6
2011,Colorado,Cigarette Use among Adults,Employment,Employed or Self,17.9,Unemployed,38.6,0.5
2011,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,11.4,Employed or Self,17.9,0.6
2011,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,11.4,Retired,8.7,1.3
2011,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,11.4,Unable to work,30.9,0.4
2011,Colorado,Cigarette Use among Adults,Employment,Homemaker or Student,11.4,Unemployed,38.6,0.3
2011,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Employed or Self,17.9,0.5
2011,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Homemaker or Student,11.4,0.8
2011,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Unable to work,30.9,0.3
2011,Colorado,Cigarette Use among Adults,Employment,Retired,8.7,Unemployed,38.6,0.2
2011,Colorado,Cigarette Use among Adults,Employment,Unable to work,30.9,Employed or Self,17.9,1.7
2011,Colorado,Cigarette Use among Adults,Employment,Unable to work,30.9,Homemaker or Student,11.4,2.7
2011,Colorado,Cigarette Use among Adults,Employment,Unable to work,30.9,Retired,8.7,3.6
2011,Colorado,Cigarette Use among Adults,Employment,Unable to work,30.9,Unemployed,38.6,0.8
2011,Colorado,Cigarette Use among Adults,Employment,Unemployed,38.6,Employed or Self,17.9,2.2
2011,Colorado,Cigarette Use among Adults,Employment,Unemployed,38.6,Homemaker or Student,11.4,3.4
2011,Colorado,Cigarette Use among Adults,Employment,Unemployed,38.6,Retired,8.7,4.4
2011,Colorado,Cigarette Use among Adults,Employment,Unemployed,38.6,Unable to work,30.9,1.2
2011,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,15.7,Homemaker or Student,7.6,2.1
2011,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,15.7,Retired,8.8,1.8
2011,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,15.7,Unable to work,36.2,0.4
2011,Connecticut,Cigarette Use among Adults,Employment,Employed or Self,15.7,Unemployed,29.3,0.5
2011,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,7.6,Employed or Self,15.7,0.5
2011,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,7.6,Retired,8.8,0.9
2011,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,7.6,Unable to work,36.2,0.2
2011,Connecticut,Cigarette Use among Adults,Employment,Homemaker or Student,7.6,Unemployed,29.3,0.3
2011,Connecticut,Cigarette Use among Adults,Employment,Retired,8.8,Employed or Self,15.7,0.6
2011,Connecticut,Cigarette Use among Adults,Employment,Retired,8.8,Homemaker or Student,7.6,1.2
2011,Connecticut,Cigarette Use among Adults,Employment,Retired,8.8,Unable to work,36.2,0.2
2011,Connecticut,Cigarette Use among Adults,Employment,Retired,8.8,Unemployed,29.3,0.3
2011,Connecticut,Cigarette Use among Adults,Employment,Unable to work,36.2,Employed or Self,15.7,2.3
2011,Connecticut,Cigarette Use among Adults,Employment,Unable to work,36.2,Homemaker or Student,7.6,4.8
2011,Connecticut,Cigarette Use among Adults,Employment,Unable to work,36.2,Retired,8.8,4.1
2011,Connecticut,Cigarette Use among Adults,Employment,Unable to work,36.2,Unemployed,29.3,1.2
2011,Connecticut,Cigarette Use among Adults,Employment,Unemployed,29.3,Employed or Self,15.7,1.9
2011,Connecticut,Cigarette Use among Adults,Employment,Unemployed,29.3,Homemaker or Student,7.6,3.9
2011,Connecticut,Cigarette Use among Adults,Employment,Unemployed,29.3,Retired,8.8,3.3
2011,Connecticut,Cigarette Use among Adults,Employment,Unemployed,29.3,Unable to work,36.2,0.8
2011,Delaware,Cigarette Use among Adults,Employment,Employed or Self,20.8,Homemaker or Student,12.0,1.7
2011,Delaware,Cigarette Use among Adults,Employment,Employed or Self,20.8,Retired,9.4,2.2
2011,Delaware,Cigarette Use among Adults,Employment,Employed or Self,20.8,Unable to work,34.5,0.6
2011,Delaware,Cigarette Use among Adults,Employment,Employed or Self,20.8,Unemployed,34.6,0.6
2011,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,12.0,Employed or Self,20.8,0.6
2011,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,12.0,Retired,9.4,1.3
2011,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,12.0,Unable to work,34.5,0.3
2011,Delaware,Cigarette Use among Adults,Employment,Homemaker or Student,12.0,Unemployed,34.6,0.3
2011,Delaware,Cigarette Use among Adults,Employment,Retired,9.4,Employed or Self,20.8,0.5
2011,Delaware,Cigarette Use among Adults,Employment,Retired,9.4,Homemaker or Student,12.0,0.8
2011,Delaware,Cigarette Use among Adults,Employment,Retired,9.4,Unable to work,34.5,0.3
2011,Delaware,Cigarette Use among Adults,Employment,Retired,9.4,Unemployed,34.6,0.3
2011,Delaware,Cigarette Use among Adults,Employment,Unable to work,34.5,Employed or Self,20.8,1.7
2011,Delaware,Cigarette Use among Adults,Employment,Unable to work,34.5,Homemaker or Student,12.0,2.9
2011,Delaware,Cigarette Use among Adults,Employment,Unable to work,34.5,Retired,9.4,3.7
2011,Delaware,Cigarette Use among Adults,Employment,Unable to work,34.5,Unemployed,34.6,1.0
2011,Delaware,Cigarette Use among Adults,Employment,Unemployed,34.6,Employed or Self,20.8,1.7
2011,Delaware,Cigarette Use among Adults,Employment,Unemployed,34.6,Homemaker or Student,12.0,2.9
2011,Delaware,Cigarette Use among Adults,Employment,Unemployed,34.6,Retired,9.4,3.7
2011,Delaware,Cigarette Use among Adults,Employment,Unemployed,34.6,Unable to work,34.5,1.0
2011,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,13.7,Homemaker or Student,22.4,0.6
2011,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,13.7,Retired,10.9,1.3
2011,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,13.7,Unable to work,43.0,0.3
2011,District of Columbia,Cigarette Use among Adults,Employment,Employed or Self,13.7,Unemployed,36.5,0.4
2011,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,22.4,Employed or Self,13.7,1.6
2011,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,22.4,Retired,10.9,2.1
2011,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,22.4,Unable to work,43.0,0.5
2011,District of Columbia,Cigarette Use among Adults,Employment,Homemaker or Student,22.4,Unemployed,36.5,0.6
2011,District of Columbia,Cigarette Use among Adults,Employment,Retired,10.9,Employed or Self,13.7,0.8
2011,District of Columbia,Cigarette Use among Adults,Employment,Retired,10.9,Homemaker or Student,22.4,0.5
2011,District of Columbia,Cigarette Use among Adults,Employment,Retired,10.9,Unable to work,43.0,0.3
2011,District of Columbia,Cigarette Use among Adults,Employment,Retired,10.9,Unemployed,36.5,0.3
2011,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,43.0,Employed or Self,13.7,3.1
2011,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,43.0,Homemaker or Student,22.4,1.9
2011,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,43.0,Retired,10.9,3.9
2011,District of Columbia,Cigarette Use among Adults,Employment,Unable to work,43.0,Unemployed,36.5,1.2
2011,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,36.5,Employed or Self,13.7,2.7
2011,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,36.5,Homemaker or Student,22.4,1.6
2011,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,36.5,Retired,10.9,3.3
2011,District of Columbia,Cigarette Use among Adults,Employment,Unemployed,36.5,Unable to work,43.0,0.8
2011,Florida,Cigarette Use among Adults,Employment,Employed or Self,17.7,Homemaker or Student,12.1,1.5
2011,Florida,Cigarette Use among Adults,Employment,Employed or Self,17.7,Retired,9.6,1.8
2011,Florida,Cigarette Use among Adults,Employment,Employed or Self,17.7,Unable to work,29.9,0.6
2011,Florida,Cigarette Use among Adults,Employment,Employed or Self,17.7,Unemployed,26.4,0.7
2011,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,12.1,Employed or Self,17.7,0.7
2011,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,12.1,Retired,9.6,1.3
2011,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,12.1,Unable to work,29.9,0.4
2011,Florida,Cigarette Use among Adults,Employment,Homemaker or Student,12.1,Unemployed,26.4,0.5
2011,Florida,Cigarette Use among Adults,Employment,Retired,9.6,Employed or Self,17.7,0.5
2011,Florida,Cigarette Use among Adults,Employment,Retired,9.6,Homemaker or Student,12.1,0.8
2011,Florida,Cigarette Use among Adults,Employment,Retired,9.6,Unable to work,29.9,0.3
2011,Florida,Cigarette Use among Adults,Employment,Retired,9.6,Unemployed,26.4,0.4
2011,Florida,Cigarette Use among Adults,Employment,Unable to work,29.9,Employed or Self,17.7,1.7
2011,Florida,Cigarette Use among Adults,Employment,Unable to work,29.9,Homemaker or Student,12.1,2.5
2011,Florida,Cigarette Use among Adults,Employment,Unable to work,29.9,Retired,9.6,3.1
